step,fitness,genome
4,-7.51319251324768,[ 1.2361843  -9.77329912]
4,-8.569703854897972,[-8.36299489  8.49719979]
4,-7.51319251324768,[ 1.2361843  -9.77329912]
4,-7.51319251324768,[ 1.2361843  -9.77329912]
4,-7.51319251324768,[ 1.2361843  -9.77329912]
4,-7.51319251324768,[ 1.2361843  -9.77329912]
4,-8.569703854897972,[-8.36299489  8.49719979]
4,-7.51319251324768,[ 1.2361843  -9.77329912]
4,-7.51319251324768,[ 1.2361843  -9.77329912]
4,-8.569703854897972,[-8.36299489  8.49719979]
4,-8.569703854897972,[-8.36299489  8.49719979]
4,-8.569703854897972,[-8.36299489  8.49719979]
4,-7.51319251324768,[ 1.2361843  -9.77329912]
4,-1.977005687960781,[0.63700511 8.49719979]
4,-7.51319251324768,[ 1.2361843  -9.77329912]
step,fitness,genome
5,-8.569703854897972,[-8.36299489  8.49719979]
5,-8.569703854897972,[-8.36299489  8.49719979]
5,-7.51319251324768,[ 1.2361843  -9.77329912]
5,-7.51319251324768,[ 1.2361843  -9.77329912]
5,-8.569703854897972,[-8.36299489  8.49719979]
5,-8.569703854897972,[-8.36299489  8.49719979]
5,-8.569703854897972,[-8.36299489  8.49719979]
5,-8.569703854897972,[-8.36299489  8.49719979]
5,-8.569703854897972,[-8.36299489  8.49719979]
5,-8.569703854897972,[-8.36299489  8.49719979]
5,-7.51319251324768,[ 1.2361843  -9.77329912]
5,-8.569703854897972,[-8.36299489  8.49719979]
5,-8.569703854897972,[-8.36299489  8.49719979]
5,-8.569703854897972,[-8.36299489  8.49719979]
5,-8.569703854897972,[-8.36299489  8.49719979]
5,-8.569703854897972,[-8.36299489  8.49719979]
5,-7.51319251324768,[ 1.2361843  -9.77329912]
5,-7.51319251324768,[ 1.2361843  -9.77329912]
5,-8.569703854897972,[-8.36299489  8.49719979]
5,-7.51319251324768,[ 1.2361843  -9.77329912]
5,-8.569703854897972,[-8.36299489  8.49719979]
5,-8.569703854897972,[-8.36299489  8.49719979]
5,-8.569703854897972,[-8.36299489  8.49719979]
5,-8.569703854897972,[-8.36299489  8.49719979]
5,-8.569703854897972,[-8.36299489  8.49719979]
step,fitness,genome
6,-8.569703854897972,[-8.36299489  8.49719979]
6,-8.569703854897972,[-8.36299489  8.49719979]
6,-8.569703854897972,[-8.36299489  8.49719979]
6,-8.569703854897972,[-8.36299489  8.49719979]
6,-8.569703854897972,[-8.36299489  8.49719979]
6,-8.569703854897972,[-8.36299489  8.49719979]
6,-8.569703854897972,[-8.36299489  8.49719979]
6,-8.569703854897972,[-8.36299489  8.49719979]
6,-8.569703854897972,[-8.36299489  8.49719979]
6,-8.569703854897972,[-8.36299489  8.49719979]
6,-8.569703854897972,[-8.36299489  8.49719979]
6,-8.569703854897972,[-8.36299489  8.49719979]
6,-0.35300464430037776,[-8.36299489  1.49719979]
6,-8.569703854897972,[-8.36299489  8.49719979]
6,-8.569703854897972,[-8.36299489  8.49719979]
6,-8.569703854897972,[-8.36299489  8.49719979]
6,-8.569703854897972,[-8.36299489  8.49719979]
6,-8.569703854897972,[-8.36299489  8.49719979]
6,-8.569703854897972,[-8.36299489  8.49719979]
6,-8.569703854897972,[-8.36299489  8.49719979]
6,-8.569703854897972,[-8.36299489  8.49719979]
6,-8.569703854897972,[-8.36299489  8.49719979]
6,-8.569703854897972,[-8.36299489  8.49719979]
6,-8.569703854897972,[-8.36299489  8.49719979]
6,-8.569703854897972,[-8.36299489  8.49719979]
step,fitness,genome
7,-8.569703854897972,[-8.36299489  8.49719979]
7,-8.569703854897972,[-8.36299489  8.49719979]
7,-8.569703854897972,[-8.36299489  8.49719979]
7,-8.569703854897972,[-8.36299489  8.49719979]
7,-8.569703854897972,[-8.36299489  8.49719979]
7,-8.569703854897972,[-8.36299489  8.49719979]
7,-8.569703854897972,[-8.36299489  8.49719979]
7,-8.569703854897972,[-8.36299489  8.49719979]
7,-8.569703854897972,[-8.36299489  8.49719979]
7,-8.569703854897972,[-8.36299489  8.49719979]
7,-8.569703854897972,[-8.36299489  8.49719979]
7,-8.569703854897972,[-8.36299489  8.49719979]
7,-8.569703854897972,[-8.36299489  8.49719979]
7,-8.569703854897972,[-8.36299489  8.49719979]
7,-8.569703854897972,[-8.36299489  8.49719979]
7,-1.977005687960781,[0.63700511 8.49719979]
7,-8.569703854897972,[-8.36299489  8.49719979]
7,-8.569703854897972,[-8.36299489  8.49719979]
7,-8.569703854897972,[-8.36299489  8.49719979]
7,-8.569703854897972,[-8.36299489  8.49719979]
7,-8.569703854897972,[-8.36299489  8.49719979]
7,-8.569703854897972,[-8.36299489  8.49719979]
7,-8.569703854897972,[-8.36299489  8.49719979]
7,-8.569703854897972,[-8.36299489  8.49719979]
7,-8.569703854897972,[-8.36299489  8.49719979]
step,fitness,genome
8,-8.569703854897972,[-8.36299489  8.49719979]
8,-8.569703854897972,[-8.36299489  8.49719979]
8,-8.569703854897972,[-8.36299489  8.49719979]
8,-8.569703854897972,[-8.36299489  8.49719979]
8,-8.569703854897972,[-8.36299489  8.49719979]
8,-8.569703854897972,[-8.36299489  8.49719979]
8,-8.569703854897972,[-8.36299489  8.49719979]
8,-8.569703854897972,[-8.36299489  8.49719979]
8,-8.569703854897972,[-8.36299489  8.49719979]
8,-8.569703854897972,[-8.36299489  8.49719979]
8,-8.569703854897972,[-8.36299489  8.49719979]
8,-1.977005687960781,[0.63700511 8.49719979]
8,-8.569703854897972,[-8.36299489  8.49719979]
8,-8.569703854897972,[-8.36299489  8.49719979]
8,-8.569703854897972,[-8.36299489  8.49719979]
8,-8.569703854897972,[-8.36299489  8.49719979]
8,-8.569703854897972,[-8.36299489  8.49719979]
8,-8.569703854897972,[-8.36299489  8.49719979]
8,-8.569703854897972,[-8.36299489  8.49719979]
8,-8.569703854897972,[-8.36299489  8.49719979]
8,-8.569703854897972,[-8.36299489  8.49719979]
8,-8.569703854897972,[-8.36299489  8.49719979]
8,-8.569703854897972,[-8.36299489  8.49719979]
8,-8.569703854897972,[-8.36299489  8.49719979]
8,-8.569703854897972,[-8.36299489  8.49719979]
step,fitness,genome
9,-8.569703854897972,[-8.36299489  8.49719979]
9,-8.569703854897972,[-8.36299489  8.49719979]
9,-8.569703854897972,[-8.36299489  8.49719979]
9,-8.569703854897972,[-8.36299489  8.49719979]
9,-8.569703854897972,[-8.36299489  8.49719979]
9,-8.569703854897972,[-8.36299489  8.49719979]
9,-8.569703854897972,[-8.36299489  8.49719979]
9,-8.569703854897972,[-8.36299489  8.49719979]
9,-8.569703854897972,[-8.36299489  8.49719979]
9,-8.569703854897972,[-8.36299489  8.49719979]
9,-8.569703854897972,[-8.36299489  8.49719979]
9,-8.569703854897972,[-8.36299489  8.49719979]
9,-8.569703854897972,[-8.36299489  8.49719979]
9,-8.569703854897972,[-8.36299489  8.49719979]
9,-8.569703854897972,[-8.36299489  8.49719979]
9,-8.569703854897972,[-8.36299489  8.49719979]
9,-8.569703854897972,[-8.36299489  8.49719979]
9,-8.569703854897972,[-8.36299489  8.49719979]
9,-8.569703854897972,[-8.36299489  8.49719979]
9,-8.569703854897972,[-8.36299489  8.49719979]
9,-8.569703854897972,[-8.36299489  8.49719979]
9,-8.569703854897972,[-8.36299489  8.49719979]
9,-8.569703854897972,[-8.36299489  8.49719979]
9,-8.569703854897972,[-8.36299489  8.49719979]
9,-8.569703854897972,[-8.36299489  8.49719979]
step,fitness,genome
10,-8.569703854897972,[-8.36299489  8.49719979]
10,-8.569703854897972,[-8.36299489  8.49719979]
10,-8.569703854897972,[-8.36299489  8.49719979]
10,-8.569703854897972,[-8.36299489  8.49719979]
10,-8.569703854897972,[-8.36299489  8.49719979]
10,-8.569703854897972,[-8.36299489  8.49719979]
10,-8.569703854897972,[-8.36299489  8.49719979]
10,-8.569703854897972,[-8.36299489  8.49719979]
10,-8.569703854897972,[-8.36299489  8.49719979]
10,-8.569703854897972,[-8.36299489  8.49719979]
10,-8.569703854897972,[-8.36299489  8.49719979]
10,-8.569703854897972,[-8.36299489  8.49719979]
10,-8.569703854897972,[-8.36299489  8.49719979]
10,-8.569703854897972,[-8.36299489  8.49719979]
10,-8.569703854897972,[-8.36299489  8.49719979]
10,-8.569703854897972,[-8.36299489  8.49719979]
10,-8.569703854897972,[-8.36299489  8.49719979]
10,-8.569703854897972,[-8.36299489  8.49719979]
10,-8.569703854897972,[-8.36299489  8.49719979]
10,-8.569703854897972,[-8.36299489  8.49719979]
10,-8.569703854897972,[-8.36299489  8.49719979]
10,-8.569703854897972,[-8.36299489  8.49719979]
10,-8.569703854897972,[-8.36299489  8.49719979]
10,-8.569703854897972,[-8.36299489  8.49719979]
10,-1.977005687960781,[0.63700511 8.49719979]
step,fitness,genome
11,-8.569703854897972,[-8.36299489  8.49719979]
11,-8.569703854897972,[-8.36299489  8.49719979]
11,-8.569703854897972,[-8.36299489  8.49719979]
11,-8.569703854897972,[-8.36299489  8.49719979]
11,-8.569703854897972,[-8.36299489  8.49719979]
11,-8.569703854897972,[-8.36299489  8.49719979]
11,-8.569703854897972,[-8.36299489  8.49719979]
11,-8.569703854897972,[-8.36299489  8.49719979]
11,-8.569703854897972,[-8.36299489  8.49719979]
11,-8.569703854897972,[-8.36299489  8.49719979]
11,-8.569703854897972,[-8.36299489  8.49719979]
11,-8.569703854897972,[-8.36299489  8.49719979]
11,-8.569703854897972,[-8.36299489  8.49719979]
11,-8.569703854897972,[-8.36299489  8.49719979]
11,-8.569703854897972,[-8.36299489  8.49719979]
11,-8.569703854897972,[-8.36299489  8.49719979]
11,-8.569703854897972,[-8.36299489  8.49719979]
11,-8.569703854897972,[-8.36299489  8.49719979]
11,-8.569703854897972,[-8.36299489  8.49719979]
11,-8.569703854897972,[-8.36299489  8.49719979]
11,-8.569703854897972,[-8.36299489  8.49719979]
11,-8.569703854897972,[-8.36299489  8.49719979]
11,-8.569703854897972,[-8.36299489  8.49719979]
11,-8.569703854897972,[-8.36299489  8.49719979]
11,-8.569703854897972,[-8.36299489  8.49719979]
step,fitness,genome
12,-8.569703854897972,[-8.36299489  8.49719979]
12,-8.569703854897972,[-8.36299489  8.49719979]
12,-8.569703854897972,[-8.36299489  8.49719979]
12,-8.569703854897972,[-8.36299489  8.49719979]
12,-8.569703854897972,[-8.36299489  8.49719979]
12,-8.569703854897972,[-8.36299489  8.49719979]
12,-8.569703854897972,[-8.36299489  8.49719979]
12,-8.569703854897972,[-8.36299489  8.49719979]
12,-8.569703854897972,[-8.36299489  8.49719979]
12,-8.569703854897972,[-8.36299489  8.49719979]
12,-8.569703854897972,[-8.36299489  8.49719979]
12,-8.569703854897972,[-8.36299489  8.49719979]
12,-8.569703854897972,[-8.36299489  8.49719979]
12,-8.569703854897972,[-8.36299489  8.49719979]
12,-8.569703854897972,[-8.36299489  8.49719979]
12,-8.569703854897972,[-8.36299489  8.49719979]
12,-8.569703854897972,[-8.36299489  8.49719979]
12,-8.569703854897972,[-8.36299489  8.49719979]
12,-8.569703854897972,[-8.36299489  8.49719979]
12,-8.569703854897972,[-8.36299489  8.49719979]
12,-8.569703854897972,[-8.36299489  8.49719979]
12,-8.569703854897972,[-8.36299489  8.49719979]
12,-1.977005687960781,[0.63700511 8.49719979]
12,-8.569703854897972,[-8.36299489  8.49719979]
12,-8.569703854897972,[-8.36299489  8.49719979]
step,fitness,genome
13,-8.569703854897972,[-8.36299489  8.49719979]
13,-8.569703854897972,[-8.36299489  8.49719979]
13,-8.569703854897972,[-8.36299489  8.49719979]
13,-8.569703854897972,[-8.36299489  8.49719979]
13,-8.569703854897972,[-8.36299489  8.49719979]
13,-8.569703854897972,[-8.36299489  8.49719979]
13,-8.569703854897972,[-8.36299489  8.49719979]
13,-8.569703854897972,[-8.36299489  8.49719979]
13,-8.569703854897972,[-8.36299489  8.49719979]
13,-8.569703854897972,[-8.36299489  8.49719979]
13,-8.569703854897972,[-8.36299489  8.49719979]
13,-8.569703854897972,[-8.36299489  8.49719979]
13,-8.569703854897972,[-8.36299489  8.49719979]
13,-8.569703854897972,[-8.36299489  8.49719979]
13,-8.569703854897972,[-8.36299489  8.49719979]
13,-8.569703854897972,[-8.36299489  8.49719979]
13,-8.569703854897972,[-8.36299489  8.49719979]
13,-8.569703854897972,[-8.36299489  8.49719979]
13,-8.569703854897972,[-8.36299489  8.49719979]
13,-8.569703854897972,[-8.36299489  8.49719979]
13,-8.569703854897972,[-8.36299489  8.49719979]
13,-8.569703854897972,[-8.36299489  8.49719979]
13,-8.569703854897972,[-8.36299489  8.49719979]
13,-8.569703854897972,[-8.36299489  8.49719979]
13,-8.569703854897972,[-8.36299489  8.49719979]
step,fitness,genome
14,-8.569703854897972,[-8.36299489  8.49719979]
14,-8.569703854897972,[-8.36299489  8.49719979]
14,-8.569703854897972,[-8.36299489  8.49719979]
14,-8.569703854897972,[-8.36299489  8.49719979]
14,-8.569703854897972,[-8.36299489  8.49719979]
14,-8.569703854897972,[-8.36299489  8.49719979]
14,-8.569703854897972,[-8.36299489  8.49719979]
14,-8.569703854897972,[-8.36299489  8.49719979]
14,-8.569703854897972,[-8.36299489  8.49719979]
14,-8.569703854897972,[-8.36299489  8.49719979]
14,-8.569703854897972,[-8.36299489  8.49719979]
14,-8.569703854897972,[-8.36299489  8.49719979]
14,-8.569703854897972,[-8.36299489  8.49719979]
14,-8.569703854897972,[-8.36299489  8.49719979]
14,-8.569703854897972,[-8.36299489  8.49719979]
14,-8.569703854897972,[-8.36299489  8.49719979]
14,-8.569703854897972,[-8.36299489  8.49719979]
14,-8.569703854897972,[-8.36299489  8.49719979]
14,-8.569703854897972,[-8.36299489  8.49719979]
14,-8.569703854897972,[-8.36299489  8.49719979]
14,-8.569703854897972,[-8.36299489  8.49719979]
14,-8.569703854897972,[-8.36299489  8.49719979]
14,-8.569703854897972,[-8.36299489  8.49719979]
14,-8.569703854897972,[-8.36299489  8.49719979]
14,-8.569703854897972,[-8.36299489  8.49719979]
step,fitness,genome
15,-8.569703854897972,[-8.36299489  8.49719979]
15,-8.569703854897972,[-8.36299489  8.49719979]
15,-8.569703854897972,[-8.36299489  8.49719979]
15,-8.569703854897972,[-8.36299489  8.49719979]
15,-8.569703854897972,[-8.36299489  8.49719979]
15,-8.569703854897972,[-8.36299489  8.49719979]
15,-8.569703854897972,[-8.36299489  8.49719979]
15,-8.569703854897972,[-8.36299489  8.49719979]
15,-8.569703854897972,[-8.36299489  8.49719979]
15,-8.569703854897972,[-8.36299489  8.49719979]
15,-8.569703854897972,[-8.36299489  8.49719979]
15,-8.569703854897972,[-8.36299489  8.49719979]
15,-8.569703854897972,[-8.36299489  8.49719979]
15,-8.569703854897972,[-8.36299489  8.49719979]
15,-8.569703854897972,[-8.36299489  8.49719979]
15,-8.569703854897972,[-8.36299489  8.49719979]
15,-8.569703854897972,[-8.36299489  8.49719979]
15,-8.569703854897972,[-8.36299489  8.49719979]
15,-8.569703854897972,[-8.36299489  8.49719979]
15,-8.569703854897972,[-8.36299489  8.49719979]
15,-8.569703854897972,[-8.36299489  8.49719979]
15,-8.569703854897972,[-8.36299489  8.49719979]
15,-8.569703854897972,[-8.36299489  8.49719979]
15,-8.569703854897972,[-8.36299489  8.49719979]
15,-8.569703854897972,[-8.36299489  8.49719979]
step,fitness,genome
16,-8.569703854897972,[-8.36299489  8.49719979]
16,-8.569703854897972,[-8.36299489  8.49719979]
16,-8.569703854897972,[-8.36299489  8.49719979]
16,-8.569703854897972,[-8.36299489  8.49719979]
16,-8.569703854897972,[-8.36299489  8.49719979]
16,-8.569703854897972,[-8.36299489  8.49719979]
16,-8.569703854897972,[-8.36299489  8.49719979]
16,-8.569703854897972,[-8.36299489  8.49719979]
16,-8.569703854897972,[-8.36299489  8.49719979]
16,-8.569703854897972,[-8.36299489  8.49719979]
16,-8.569703854897972,[-8.36299489  8.49719979]
16,-8.569703854897972,[-8.36299489  8.49719979]
16,-8.569703854897972,[-8.36299489  8.49719979]
16,-8.569703854897972,[-8.36299489  8.49719979]
16,-8.569703854897972,[-8.36299489  8.49719979]
16,-8.569703854897972,[-8.36299489  8.49719979]
16,-8.569703854897972,[-8.36299489  8.49719979]
16,-8.569703854897972,[-8.36299489  8.49719979]
16,-8.569703854897972,[-8.36299489  8.49719979]
16,-8.569703854897972,[-8.36299489  8.49719979]
16,-8.569703854897972,[-8.36299489  8.49719979]
16,-8.569703854897972,[-8.36299489  8.49719979]
16,-8.569703854897972,[-8.36299489  8.49719979]
16,-8.569703854897972,[-8.36299489  8.49719979]
16,-8.569703854897972,[-8.36299489  8.49719979]
step,fitness,genome
17,-8.569703854897972,[-8.36299489  8.49719979]
17,-8.569703854897972,[-8.36299489  8.49719979]
17,-8.569703854897972,[-8.36299489  8.49719979]
17,-8.569703854897972,[-8.36299489  8.49719979]
17,-8.569703854897972,[-8.36299489  8.49719979]
17,-8.569703854897972,[-8.36299489  8.49719979]
17,-8.569703854897972,[-8.36299489  8.49719979]
17,-8.569703854897972,[-8.36299489  8.49719979]
17,-8.569703854897972,[-8.36299489  8.49719979]
17,-8.569703854897972,[-8.36299489  8.49719979]
17,-8.569703854897972,[-8.36299489  8.49719979]
17,-8.569703854897972,[-8.36299489  8.49719979]
17,-8.569703854897972,[-8.36299489  8.49719979]
17,-8.569703854897972,[-8.36299489  8.49719979]
17,-8.569703854897972,[-8.36299489  8.49719979]
17,-8.569703854897972,[-8.36299489  8.49719979]
17,-8.569703854897972,[-8.36299489  8.49719979]
17,-8.569703854897972,[-8.36299489  8.49719979]
17,-8.569703854897972,[-8.36299489  8.49719979]
17,-8.569703854897972,[-8.36299489  8.49719979]
17,-8.569703854897972,[-8.36299489  8.49719979]
17,-0.35300464430037776,[-8.36299489  1.49719979]
17,-8.569703854897972,[-8.36299489  8.49719979]
17,-8.569703854897972,[-8.36299489  8.49719979]
17,-8.569703854897972,[-8.36299489  8.49719979]
step,fitness,genome
18,-8.569703854897972,[-8.36299489  8.49719979]
18,-8.569703854897972,[-8.36299489  8.49719979]
18,-0.35300464430037776,[-8.36299489  1.49719979]
18,-8.569703854897972,[-8.36299489  8.49719979]
18,-8.569703854897972,[-8.36299489  8.49719979]
18,-8.569703854897972,[-8.36299489  8.49719979]
18,-8.569703854897972,[-8.36299489  8.49719979]
18,-8.569703854897972,[-8.36299489  8.49719979]
18,-8.569703854897972,[-8.36299489  8.49719979]
18,-8.569703854897972,[-8.36299489  8.49719979]
18,-8.569703854897972,[-8.36299489  8.49719979]
18,-8.569703854897972,[-8.36299489  8.49719979]
18,-8.569703854897972,[-8.36299489  8.49719979]
18,-8.569703854897972,[-8.36299489  8.49719979]
18,-8.569703854897972,[-8.36299489  8.49719979]
18,-8.569703854897972,[-8.36299489  8.49719979]
18,-8.569703854897972,[-8.36299489  8.49719979]
18,-8.569703854897972,[-8.36299489  8.49719979]
18,-8.569703854897972,[-8.36299489  8.49719979]
18,-8.569703854897972,[-8.36299489  8.49719979]
18,-8.569703854897972,[-8.36299489  8.49719979]
18,-8.569703854897972,[-8.36299489  8.49719979]
18,-8.569703854897972,[-8.36299489  8.49719979]
18,-8.569703854897972,[-8.36299489  8.49719979]
18,-8.569703854897972,[-8.36299489  8.49719979]
step,fitness,genome
19,-8.569703854897972,[-8.36299489  8.49719979]
19,-8.569703854897972,[-8.36299489  8.49719979]
19,-8.569703854897972,[-8.36299489  8.49719979]
19,-8.569703854897972,[-8.36299489  8.49719979]
19,-8.569703854897972,[-8.36299489  8.49719979]
19,-8.569703854897972,[-8.36299489  8.49719979]
19,-8.569703854897972,[-8.36299489  8.49719979]
19,-8.569703854897972,[-8.36299489  8.49719979]
19,-8.569703854897972,[-8.36299489  8.49719979]
19,-8.569703854897972,[-8.36299489  8.49719979]
19,-8.569703854897972,[-8.36299489  8.49719979]
19,-8.569703854897972,[-8.36299489  8.49719979]
19,-8.569703854897972,[-8.36299489  8.49719979]
19,-8.569703854897972,[-8.36299489  8.49719979]
19,-8.569703854897972,[-8.36299489  8.49719979]
19,-8.569703854897972,[-8.36299489  8.49719979]
19,-8.569703854897972,[-8.36299489  8.49719979]
19,-8.569703854897972,[-8.36299489  8.49719979]
19,-8.569703854897972,[-8.36299489  8.49719979]
19,-8.569703854897972,[-8.36299489  8.49719979]
19,-8.569703854897972,[-8.36299489  8.49719979]
19,-8.569703854897972,[-8.36299489  8.49719979]
19,-0.35300464430037776,[-8.36299489  1.49719979]
19,-8.569703854897972,[-8.36299489  8.49719979]
19,-8.569703854897972,[-8.36299489  8.49719979]
step,fitness,genome
20,-8.569703854897972,[-8.36299489  8.49719979]
20,-8.569703854897972,[-8.36299489  8.49719979]
20,-8.569703854897972,[-8.36299489  8.49719979]
20,-8.569703854897972,[-8.36299489  8.49719979]
20,-8.569703854897972,[-8.36299489  8.49719979]
20,-8.569703854897972,[-8.36299489  8.49719979]
20,-8.569703854897972,[-8.36299489  8.49719979]
20,-8.569703854897972,[-8.36299489  8.49719979]
20,-8.569703854897972,[-8.36299489  8.49719979]
20,-8.569703854897972,[-8.36299489  8.49719979]
20,-8.569703854897972,[-8.36299489  8.49719979]
20,-8.569703854897972,[-8.36299489  8.49719979]
20,-8.569703854897972,[-8.36299489  8.49719979]
20,-8.569703854897972,[-8.36299489  8.49719979]
20,-8.569703854897972,[-8.36299489  8.49719979]
20,-8.569703854897972,[-8.36299489  8.49719979]
20,-8.569703854897972,[-8.36299489  8.49719979]
20,-8.569703854897972,[-8.36299489  8.49719979]
20,-8.569703854897972,[-8.36299489  8.49719979]
20,-8.569703854897972,[-8.36299489  8.49719979]
20,-8.569703854897972,[-8.36299489  8.49719979]
20,-8.569703854897972,[-8.36299489  8.49719979]
20,-8.569703854897972,[-8.36299489  8.49719979]
20,-8.569703854897972,[-8.36299489  8.49719979]
20,-8.569703854897972,[-8.36299489  8.49719979]
